"id","fecha","activo","precio","volumen","cambio","sector"
860,"2024-06-18","GOOG","665.07",2695,"1.37","Auto"
861,"2024-04-08","AMZN","540.40",1020,"3.79","Auto"
862,"2024-06-19","AMZN","684.82",9851,"-2.77","Auto"
863,"2024-01-20","MSFT","264.81",10334,"1.62","Tech"
864,"2024-05-07","GOOG","110.18",9578,"3.99","Retail"
865,"2024-01-11","TSLA","803.89",8719,"-2.29","Retail"
866,"2024-05-08","MSFT","913.85",1999,"-2.48","Auto"
867,"2024-04-04","AAPL","133.80",5814,"3.51","Auto"
868,"2024-01-19","GOOG","166.57",1902,"2.36","Auto"
869,"2024-02-25","AMZN","736.64",8724,"-4.85","Retail"
870,"2024-05-31","TSLA","830.02",6732,"-0.54","Auto"
871,"2024-03-22","GOOG","538.79",2405,"3.11","Auto"
872,"2024-02-15","MSFT","735.34",5996,"-3.79","Retail"
873,"2024-06-21","AAPL","239.32",7971,"1.76","Auto"
874,"2024-02-12","GOOG","804.27",1578,"-1.10","Auto"
875,"2024-01-30","GOOG","564.99",3520,"2.79","Retail"
876,"2024-06-25","MSFT","187.90",3386,"4.46","Auto"
877,"2024-05-15","AAPL","731.43",5308,"4.72","Tech"
878,"2024-02-12","AMZN","780.66",4761,"-1.96","Auto"
879,"2024-05-01","GOOG","736.94",4687,"-3.53","Auto"
880,"2024-06-02","GOOG","461.30",9044,"2.51","Auto"
881,"2024-05-10","TSLA","782.92",3222,"-1.72","Retail"
882,"2024-01-28","AMZN","832.40",3780,"-2.79","Auto"
883,"2024-02-17","AMZN","555.42",8819,"-3.56","Auto"
884,"2024-05-19","AMZN","697.73",6514,"-0.62","Auto"
885,"2024-06-01","GOOG","418.42",7963,"-2.32","Auto"
886,"2024-03-19","MSFT","752.50",9368,"-4.48","Auto"
887,"2024-01-02","GOOG","132.08",4944,"-2.78","Tech"
888,"2024-01-21","AAPL","231.71",6819,"2.74","Retail"
889,"2024-02-03","AMZN","355.10",10659,"2.41","Auto"
890,"2024-03-01","MSFT","296.90",4327,"0.39","Auto"
891,"2024-03-16","AAPL","388.26",8790,"2.61","Tech"
892,"2024-04-21","AAPL","613.74",4093,"3.30","Retail"
893,"2024-05-16","AAPL","410.13",6810,"3.37","Retail"
894,"2024-03-06","AAPL","899.43",7004,"4.95","Auto"
895,"2024-05-25","AMZN","897.83",3338,"0.80","Tech"
896,"2024-04-10","TSLA","527.76",5354,"-4.81","Tech"
897,"2024-06-10","TSLA","869.93",2039,"-3.47","Auto"
898,"2024-06-21","AMZN","544.36",7606,"4.87","Retail"
899,"2024-01-16","TSLA","924.65",8939,"0.57","Tech"
900,"2024-06-15","AAPL","391.49",6693,"2.17","Retail"
901,"2024-02-25","AMZN","345.69",1267,"1.15","Retail"
902,"2024-04-28","AMZN","244.92",6330,"-1.62","Retail"
903,"2024-01-06","AMZN","222.18",6331,"4.07","Retail"
904,"2024-01-02","GOOG","991.11",5304,"-4.05","Auto"
905,"2024-03-24","GOOG","472.18",10372,"2.46","Tech"
906,"2024-02-04","AMZN","510.08",5176,"-2.58","Tech"
907,"2024-06-02","TSLA","213.38",4433,"-1.68","Tech"
908,"2024-06-23","MSFT","945.35",8456,"-0.24","Tech"
909,"2024-01-14","GOOG","212.52",9683,"1.29","Tech"
910,"2024-04-20","MSFT","854.29",9245,"2.86","Auto"
911,"2024-02-24","AMZN","410.72",9766,"1.68","Tech"
912,"2024-03-16","GOOG","414.75",1371,"1.15","Retail"
913,"2024-05-17","AAPL","564.90",4434,"0.49","Retail"
914,"2024-04-15","AMZN","405.85",9410,"4.89","Tech"
915,"2024-01-31","AAPL","326.27",6680,"-0.89","Tech"
916,"2024-02-01","MSFT","647.99",5944,"-3.49","Auto"
917,"2024-05-17","TSLA","587.73",6814,"-2.46","Auto"
918,"2024-03-07","GOOG","581.84",9203,"0.35","Auto"
919,"2024-05-30","MSFT","629.71",3686,"1.37","Tech"
920,"2024-03-04","MSFT","148.28",7069,"-1.82","Retail"
921,"2024-05-31","AAPL","831.12",7328,"2.29","Retail"
922,"2024-05-13","TSLA","156.03",4444,"-3.12","Auto"
923,"2024-02-25","AMZN","510.48",6020,"-2.88","Retail"
924,"2024-05-29","AMZN","278.35",9916,"3.97","Retail"
925,"2024-05-27","AAPL","295.79",10513,"3.66","Tech"
926,"2024-05-27","AAPL","311.10",5454,"-2.87","Tech"
927,"2024-05-22","AMZN","968.67",1182,"-1.57","Auto"
928,"2024-02-29","TSLA","547.92",3830,"-3.80","Auto"
929,"2024-01-24","MSFT","955.67",2177,"-1.62","Tech"
930,"2024-04-05","GOOG","275.72",8680,"1.14","Retail"
931,"2024-01-29","TSLA","348.16",6969,"1.12","Retail"
932,"2024-06-04","AAPL","481.79",2833,"-3.06","Retail"
933,"2024-03-05","AMZN","378.89",8526,"1.25","Retail"
934,"2024-01-25","TSLA","730.78",2146,"3.18","Tech"
935,"2024-01-16","TSLA","417.69",3999,"-1.53","Retail"
936,"2024-05-16","AMZN","335.01",10246,"2.09","Retail"
937,"2024-03-31","AAPL","279.45",8040,"4.08","Auto"
938,"2024-03-07","AAPL","215.13",5716,"4.14","Auto"
939,"2024-03-20","MSFT","983.55",6613,"3.73","Tech"
940,"2024-03-22","MSFT","812.22",9692,"-4.09","Retail"
941,"2024-01-10","AMZN","693.43",6288,"4.31","Auto"
942,"2024-04-18","GOOG","578.13",9010,"-4.89","Auto"
943,"2024-04-06","MSFT","488.35",8324,"-1.64","Retail"
944,"2024-01-30","MSFT","140.31",9331,"0.74","Auto"
945,"2024-05-14","GOOG","269.21",4284,"2.62","Auto"
946,"2024-02-11","MSFT","943.43",9102,"2.20","Tech"
947,"2024-05-09","GOOG","349.48",2415,"1.91","Auto"
948,"2024-01-14","GOOG","428.75",6160,"0.22","Auto"
949,"2024-01-09","GOOG","109.15",2948,"4.43","Retail"
950,"2024-04-12","AAPL","754.59",5045,"1.54","Retail"
951,"2024-02-07","TSLA","232.25",6505,"-3.11","Tech"
952,"2024-03-01","MSFT","668.67",7308,"-2.12","Retail"
953,"2024-06-04","MSFT","793.63",2184,"1.55","Tech"
954,"2024-06-02","AAPL","602.26",1661,"-2.45","Tech"
955,"2024-01-10","AAPL","910.99",6738,"-4.97","Retail"
956,"2024-01-29","MSFT","284.34",7483,"-4.61","Auto"
957,"2024-04-14","MSFT","557.90",1219,"-4.45","Tech"
958,"2024-05-04","MSFT","553.73",1018,"0.35","Retail"
959,"2024-06-25","AMZN","409.84",4412,"3.83","Tech"
960,"2024-05-10","MSFT","595.71",4711,"3.71","Tech"
961,"2024-05-08","GOOG","693.98",7063,"0.93","Retail"
962,"2024-04-25","MSFT","495.55",4849,"4.12","Tech"
963,"2024-02-07","GOOG","962.83",7545,"-4.89","Tech"
964,"2024-02-11","GOOG","968.31",8634,"4.65","Auto"
965,"2024-05-20","TSLA","133.33",8618,"0.20","Tech"
966,"2024-01-01","GOOG","452.64",1943,"1.45","Retail"
967,"2024-02-25","TSLA","955.86",4670,"-0.57","Auto"
968,"2024-01-28","MSFT","867.52",5760,"1.65","Auto"
969,"2024-03-04","MSFT","201.10",9265,"4.78","Auto"
970,"2024-04-20","AMZN","361.62",6966,"2.72","Tech"
971,"2024-01-22","AMZN","890.99",7212,"-2.78","Auto"
972,"2024-04-09","AAPL","326.16",3548,"4.62","Tech"
973,"2024-05-21","AAPL","913.82",1461,"1.67","Auto"
974,"2024-04-26","MSFT","274.25",8863,"1.09","Auto"
975,"2024-02-25","AAPL","446.62",6065,"4.60","Tech"
976,"2024-03-05","AMZN","981.36",7615,"-0.27","Auto"
977,"2024-06-19","TSLA","749.19",3377,"-2.40","Auto"
978,"2024-01-29","GOOG","245.15",7202,"0.27","Tech"
979,"2024-02-12","TSLA","325.83",9882,"1.93","Tech"
980,"2024-01-23","GOOG","108.93",1996,"2.57","Auto"
981,"2024-05-16","AMZN","363.23",1214,"3.75","Tech"
982,"2024-06-28","GOOG","499.55",1634,"4.39","Tech"
983,"2024-01-26","AMZN","788.19",4197,"-0.30","Auto"
984,"2024-03-04","AAPL","314.72",2315,"2.27","Retail"
985,"2024-03-06","TSLA","854.45",3480,"-1.29","Retail"
986,"2024-05-16","AAPL","516.84",5543,"-3.28","Retail"
987,"2024-06-26","TSLA","935.02",2777,"0.90","Auto"
988,"2024-05-04","GOOG","855.61",9849,"0.64","Retail"
989,"2024-03-30","MSFT","543.30",7588,"0.96","Tech"
990,"2024-03-22","AAPL","758.13",1097,"-3.71","Retail"
991,"2024-06-06","MSFT","899.98",7533,"0.41","Tech"
992,"2024-05-11","MSFT","512.90",3565,"-4.48","Auto"
993,"2024-04-15","MSFT","122.47",4121,"-4.67","Retail"
994,"2024-01-11","AAPL","542.13",1746,"1.96","Retail"
995,"2024-04-01","GOOG","187.96",9445,"4.45","Tech"
996,"2024-03-16","GOOG","956.75",4208,"1.21","Retail"
997,"2024-04-16","MSFT","319.88",1194,"1.18","Retail"
998,"2024-04-30","GOOG","775.45",9264,"1.37","Retail"
999,"2024-04-01","MSFT","967.36",2807,"-3.98","Tech"
1000,"2024-06-14","AMZN","482.11",8358,"-4.93","Retail"
1001,"2024-02-01","TSLA","432.04",1446,"0.39","Tech"
1002,"2024-04-23","AAPL","395.82",3477,"3.01","Auto"
1003,"2024-01-30","TSLA","394.36",5138,"-2.48","Auto"
1004,"2024-05-25","TSLA","249.86",5486,"-0.55","Auto"
1005,"2024-02-23","AAPL","157.47",9439,"3.69","Tech"
1006,"2024-03-11","AMZN","808.41",5538,"3.49","Auto"
1007,"2024-03-04","AMZN","547.89",4704,"-1.58","Retail"
1008,"2024-04-10","AAPL","714.15",4519,"0.69","Tech"
1009,"2024-06-14","GOOG","184.26",10947,"0.10","Tech"
1010,"2024-04-20","AMZN","551.03",5730,"3.95","Retail"
1011,"2024-02-10","AMZN","395.15",7271,"-4.14","Retail"
1012,"2024-04-07","MSFT","209.37",5242,"0.90","Tech"
1013,"2024-02-03","TSLA","517.69",9579,"4.57","Retail"
1014,"2024-02-07","AAPL","511.02",4017,"2.05","Auto"
1015,"2024-02-23","GOOG","790.65",4256,"-1.45","Retail"
1016,"2024-05-16","AAPL","295.75",8936,"1.61","Tech"
1017,"2024-02-05","AAPL","298.69",4712,"-1.38","Retail"
1018,"2024-06-15","AMZN","299.28",2122,"1.02","Retail"
1019,"2024-03-14","AMZN","663.85",7259,"-3.73","Tech"
1020,"2024-02-01","AAPL","118.75",5437,"3.51","Tech"
1021,"2024-05-04","MSFT","607.87",10166,"-0.76","Retail"
1022,"2024-03-11","AAPL","728.51",5319,"-4.16","Auto"
1023,"2024-04-22","TSLA","907.47",7097,"-1.01","Tech"
1024,"2024-06-13","AMZN","329.71",8826,"4.87","Tech"
1025,"2024-01-27","AAPL","605.70",2235,"-3.25","Auto"
1026,"2024-01-25","TSLA","328.90",7967,"-4.52","Auto"
1027,"2024-04-10","TSLA","946.08",5587,"-1.29","Tech"
1028,"2024-04-18","MSFT","126.74",2272,"3.43","Retail"
1029,"2024-04-15","TSLA","768.69",2262,"1.17","Auto"
1030,"2024-02-24","AMZN","343.48",10533,"2.30","Retail"
1031,"2024-03-25","AAPL","769.42",1813,"3.73","Auto"
1032,"2024-05-08","MSFT","619.34",5635,"4.19","Auto"
1033,"2024-02-18","GOOG","465.10",6782,"2.73","Retail"
1034,"2024-03-27","GOOG","950.72",1316,"1.84","Retail"
1035,"2024-05-11","AMZN","257.49",9823,"-4.80","Retail"
1036,"2024-03-13","MSFT","870.55",5327,"0.03","Retail"
1037,"2024-06-16","GOOG","606.45",8594,"3.15","Tech"
1038,"2024-05-09","MSFT","408.63",2563,"-1.35","Auto"
1039,"2024-04-17","GOOG","497.94",3526,"2.89","Tech"
1040,"2024-04-01","GOOG","909.02",7466,"-3.46","Auto"
1041,"2024-03-18","AAPL","717.73",6940,"-0.10","Tech"
1042,"2024-04-11","AAPL","770.73",4597,"-1.72","Auto"
1043,"2024-01-20","AAPL","625.85",6442,"2.64","Tech"
1044,"2024-02-16","GOOG","972.13",5924,"4.18","Retail"
1045,"2024-06-15","MSFT","229.95",3214,"-3.68","Retail"
1046,"2024-02-29","TSLA","152.47",6691,"-0.82","Retail"
1047,"2024-02-16","GOOG","427.17",1547,"0.73","Tech"
1048,"2024-04-23","AMZN","131.32",6331,"3.51","Auto"
1049,"2024-01-14","TSLA","336.82",8819,"-0.01","Retail"
1050,"2024-06-26","AAPL","314.09",4646,"0.38","Retail"
1051,"2024-03-20","AAPL","931.19",4459,"-1.10","Tech"
1052,"2024-01-30","MSFT","892.03",9336,"-0.65","Tech"
1053,"2024-01-26","AAPL","581.71",6421,"0.25","Tech"
1054,"2024-03-26","GOOG","495.20",6936,"1.22","Auto"
1055,"2024-03-31","GOOG","559.15",3018,"3.91","Auto"
1056,"2024-02-16","AMZN","228.43",3836,"-1.90","Tech"
1057,"2024-04-28","TSLA","447.22",8215,"0.01","Auto"
1058,"2024-06-11","AMZN","142.51",3192,"3.11","Retail"
1059,"2024-05-16","AAPL","512.35",2490,"-1.80","Auto"
1060,"2024-01-24","TSLA","961.31",10057,"3.87","Retail"
1061,"2024-05-16","AAPL","836.07",6088,"3.77","Auto"
1062,"2024-01-03","TSLA","384.40",9068,"3.84","Tech"
1063,"2024-02-23","GOOG","868.68",6618,"-2.93","Retail"
1064,"2024-05-28","GOOG","673.96",2781,"3.00","Retail"
1065,"2024-02-06","TSLA","982.96",1415,"-3.43","Retail"
1066,"2024-06-24","GOOG","806.51",7825,"3.15","Retail"
1067,"2024-06-11","TSLA","244.11",8325,"-3.69","Retail"
1068,"2024-04-08","GOOG","694.81",10982,"-0.07","Tech"
1069,"2024-06-04","MSFT","233.33",2575,"-3.36","Tech"
1070,"2024-01-25","AMZN","678.11",1360,"-3.41","Retail"
1071,"2024-06-17","AMZN","149.58",10669,"0.21","Auto"
1072,"2024-02-12","AMZN","883.36",5830,"0.18","Auto"
1073,"2024-02-05","AMZN","206.56",5243,"4.20","Retail"
1074,"2024-01-22","GOOG","707.58",1683,"-0.45","Tech"
1075,"2024-01-05","MSFT","894.58",6694,"2.19","Auto"
1076,"2024-01-20","TSLA","631.82",5840,"3.87","Retail"
1077,"2024-03-19","GOOG","154.06",3126,"-2.77","Auto"
1078,"2024-06-26","AAPL","409.51",1824,"-0.65","Retail"
1079,"2024-06-23","GOOG","165.02",8024,"3.71","Tech"
1080,"2024-02-24","TSLA","505.45",8114,"-0.10","Tech"
1081,"2024-04-19","AMZN","393.13",4731,"3.98","Tech"
1082,"2024-06-03","MSFT","786.68",1843,"-2.40","Auto"
1083,"2024-03-01","TSLA","540.37",4007,"-1.52","Auto"
1084,"2024-06-25","AAPL","477.69",7997,"0.66","Tech"
1085,"2024-01-18","TSLA","438.01",4507,"-0.67","Retail"
1086,"2024-02-01","GOOG","256.32",2868,"-3.91","Auto"
1087,"2024-05-29","TSLA","636.10",9585,"3.80","Auto"
1088,"2024-06-11","AMZN","816.83",8849,"-4.82","Tech"
1089,"2024-06-15","TSLA","487.08",10028,"-3.10","Auto"
1090,"2024-05-07","TSLA","816.74",4274,"-1.43","Auto"
1091,"2024-06-12","TSLA","187.11",3505,"4.85","Tech"
1092,"2024-01-04","MSFT","654.19",1875,"-0.28","Tech"
1093,"2024-06-21","AAPL","183.36",5817,"-3.14","Tech"
1094,"2024-05-30","GOOG","322.42",1426,"-3.57","Retail"
1095,"2024-04-28","MSFT","861.43",3106,"-1.98","Tech"
1096,"2024-04-04","MSFT","748.42",1174,"2.66","Tech"
1097,"2024-05-08","AMZN","269.38",9309,"-1.88","Auto"
1098,"2024-01-22","MSFT","817.72",6312,"-1.43","Auto"
1099,"2024-02-19","TSLA","141.01",7974,"2.04","Retail"
1100,"2024-02-12","AAPL","226.47",9722,"-1.63","Auto"
1101,"2024-06-17","AAPL","200.19",9514,"-3.06","Auto"
1102,"2024-04-04","GOOG","889.11",1659,"-2.53","Tech"
1103,"2024-05-26","GOOG","965.99",5608,"3.98","Auto"
1104,"2024-04-24","AMZN","241.29",8108,"-1.29","Retail"
1105,"2024-03-19","TSLA","904.62",7262,"-4.74","Auto"
1106,"2024-04-14","GOOG","915.16",10074,"1.72","Tech"
1107,"2024-05-22","AMZN","691.57",1959,"-0.36","Auto"
1108,"2024-05-24","AAPL","529.77",3854,"3.99","Auto"
1109,"2024-04-21","AMZN","599.76",4671,"-0.02","Retail"
1110,"2024-05-24","AMZN","420.94",10919,"-4.42","Auto"
1111,"2024-03-22","GOOG","517.24",4355,"-1.57","Retail"
1112,"2024-02-12","GOOG","380.75",2113,"-2.30","Auto"
1113,"2024-05-14","AAPL","631.35",2261,"-3.99","Auto"
1114,"2024-05-03","GOOG","178.47",4051,"-3.09","Retail"
1115,"2024-04-22","AAPL","574.28",6393,"-3.25","Auto"
1116,"2024-02-27","AMZN","106.79",1702,"2.39","Auto"
1117,"2024-03-23","MSFT","892.29",2372,"2.33","Auto"
1118,"2024-03-20","GOOG","543.66",7367,"4.35","Retail"
1119,"2024-01-12","AMZN","857.51",6490,"-1.08","Retail"
1120,"2024-02-25","GOOG","174.64",7895,"0.75","Retail"
1121,"2024-02-17","GOOG","882.34",8655,"1.54","Retail"
1122,"2024-05-20","MSFT","368.94",9547,"-2.30","Auto"
1123,"2024-06-07","GOOG","400.77",10679,"-4.42","Tech"
1124,"2024-03-11","MSFT","857.54",7034,"0.26","Retail"
1125,"2024-06-28","MSFT","751.80",3593,"0.16","Retail"
1126,"2024-05-27","GOOG","718.02",8164,"3.69","Auto"
1127,"2024-01-22","TSLA","864.88",2615,"2.02","Auto"
1128,"2024-03-12","AAPL","215.19",6795,"2.06","Tech"
1129,"2024-06-19","TSLA","248.44",5682,"4.03","Auto"
1130,"2024-05-20","AAPL","739.02",10738,"-2.19","Auto"
1131,"2024-01-20","GOOG","446.22",4860,"-5.00","Retail"
1132,"2024-01-31","TSLA","729.90",1508,"2.32","Tech"
1133,"2024-06-27","GOOG","398.81",7658,"1.30","Tech"
1134,"2024-01-02","AAPL","610.92",2686,"-3.28","Tech"
1135,"2024-02-05","AMZN","560.89",10525,"-3.07","Retail"
1136,"2024-04-04","GOOG","875.34",5963,"-1.43","Retail"
1137,"2024-06-07","AAPL","487.82",10430,"-4.41","Tech"
1138,"2024-06-10","MSFT","674.66",7249,"2.29","Auto"
1139,"2024-05-01","GOOG","495.85",4059,"2.39","Auto"
1140,"2024-06-02","TSLA","546.97",4004,"0.15","Tech"
1141,"2024-03-10","AMZN","106.17",10913,"4.62","Retail"
1142,"2024-01-10","MSFT","720.91",8446,"1.47","Retail"
1143,"2024-04-06","MSFT","480.53",4229,"2.85","Retail"
1144,"2024-02-10","AMZN","252.33",6299,"-0.38","Auto"
1145,"2024-05-02","AMZN","499.07",1518,"-2.38","Auto"
1146,"2024-05-28","TSLA","798.52",2908,"3.68","Retail"
1147,"2024-06-07","AAPL","608.44",2926,"-1.40","Retail"
1148,"2024-05-21","TSLA","334.94",4823,"-1.12","Tech"
1149,"2024-05-30","TSLA","922.86",7285,"-3.71","Auto"
1150,"2024-04-12","AMZN","160.05",1622,"2.36","Retail"
1151,"2024-03-18","GOOG","564.34",1510,"-2.66","Retail"
1152,"2024-04-02","MSFT","101.54",7982,"3.91","Tech"
1153,"2024-06-22","AMZN","314.85",3975,"-3.51","Tech"
1154,"2024-03-04","AAPL","524.77",3650,"1.09","Retail"
1155,"2024-03-27","AMZN","972.18",7781,"2.05","Retail"
1156,"2024-05-05","MSFT","466.17",4643,"1.30","Auto"
1157,"2024-02-20","MSFT","341.27",9322,"-4.26","Retail"
1158,"2024-06-04","GOOG","855.55",9588,"4.75","Auto"
1159,"2024-06-09","AAPL","106.36",1129,"0.28","Tech"
1160,"2024-06-16","AMZN","411.62",7138,"0.94","Auto"
1161,"2024-06-08","MSFT","148.45",3558,"0.69","Retail"
1162,"2024-04-16","AMZN","412.28",4271,"2.85","Tech"
1163,"2024-06-18","TSLA","173.60",7759,"-4.66","Auto"
1164,"2024-04-26","AAPL","287.83",5604,"2.30","Tech"
1165,"2024-05-07","AAPL","458.12",8068,"-2.68","Tech"
1166,"2024-06-25","MSFT","987.39",4549,"4.27","Retail"
1167,"2024-02-18","AMZN","703.50",9470,"-4.22","Retail"
1168,"2024-02-26","AMZN","749.40",9944,"-1.72","Tech"
1169,"2024-02-20","AAPL","724.58",10608,"-3.78","Retail"
1170,"2024-01-18","TSLA","446.53",9524,"4.12","Retail"
1171,"2024-05-02","GOOG","410.87",3975,"-3.32","Retail"
1172,"2024-02-15","MSFT","864.71",3683,"4.22","Auto"
1173,"2024-05-23","AMZN","866.09",9034,"3.99","Auto"
1174,"2024-04-27","TSLA","784.21",4005,"-1.23","Auto"
1175,"2024-06-04","GOOG","356.23",9554,"3.16","Tech"
1176,"2024-02-11","TSLA","895.81",3629,"0.08","Auto"
1177,"2024-06-05","MSFT","745.81",9791,"-4.22","Tech"
1178,"2024-04-05","AMZN","617.85",3939,"4.19","Retail"
1179,"2024-02-22","AMZN","296.39",6653,"4.72","Retail"
1180,"2024-06-15","GOOG","611.75",10830,"-0.48","Tech"
1181,"2024-06-17","AAPL","674.66",8988,"-3.16","Retail"
1182,"2024-01-21","AMZN","125.89",8017,"3.63","Tech"
1183,"2024-01-05","AAPL","307.08",2628,"4.75","Tech"
1184,"2024-05-11","TSLA","352.79",1186,"-4.67","Retail"
1185,"2024-04-28","GOOG","309.30",9128,"-4.92","Auto"
1186,"2024-01-22","GOOG","523.43",7789,"-4.70","Tech"
1187,"2024-02-07","AMZN","190.93",5751,"-2.30","Retail"
1188,"2024-04-01","AAPL","377.44",10590,"3.33","Retail"
1189,"2024-03-13","GOOG","503.85",9338,"3.35","Auto"
1190,"2024-03-31","MSFT","407.31",4875,"4.96","Retail"
1191,"2024-06-12","GOOG","508.72",5613,"-0.10","Tech"
1192,"2024-02-08","MSFT","871.73",7685,"-4.83","Retail"
1193,"2024-02-19","AAPL","361.82",10894,"-1.70","Auto"
1194,"2024-04-18","GOOG","342.50",1771,"-2.51","Auto"
1195,"2024-03-02","AMZN","240.09",9487,"4.10","Auto"
1196,"2024-03-30","AAPL","512.61",5127,"-4.92","Retail"
1197,"2024-05-02","GOOG","940.03",10005,"-3.93","Retail"
1198,"2024-04-08","MSFT","415.48",5833,"-4.60","Retail"
1199,"2024-06-28","AAPL","460.83",5717,"0.77","Retail"
1200,"2024-03-08","TSLA","823.95",4490,"0.64","Tech"
1201,"2024-06-26","AMZN","163.13",5686,"0.20","Tech"
1202,"2024-05-28","AAPL","668.13",10112,"-2.10","Retail"
1203,"2024-05-28","AAPL","265.07",1020,"4.12","Tech"
1204,"2024-02-27","AAPL","501.29",5838,"4.66","Tech"
1205,"2024-03-22","GOOG","241.51",3801,"4.76","Tech"
1206,"2024-06-22","TSLA","776.35",9796,"-0.33","Tech"
1207,"2024-05-24","TSLA","999.35",9047,"-0.75","Retail"
1208,"2024-05-26","TSLA","482.10",4871,"3.37","Tech"
1209,"2024-06-25","GOOG","894.20",3109,"-1.54","Retail"
1210,"2024-01-10","TSLA","382.05",5298,"2.27","Retail"
1211,"2024-01-28","AMZN","479.94",7483,"-1.52","Auto"
1212,"2024-03-29","TSLA","307.75",10110,"-1.18","Auto"
1213,"2024-06-22","AMZN","541.23",10343,"3.26","Tech"
1214,"2024-05-16","TSLA","244.75",9106,"-3.54","Auto"
1215,"2024-04-04","MSFT","126.21",5224,"-2.70","Retail"
1216,"2024-06-07","MSFT","806.28",1524,"2.23","Tech"
1217,"2024-06-08","MSFT","373.52",6603,"-0.34","Tech"
1218,"2024-03-14","AMZN","801.14",9870,"-0.84","Tech"
1219,"2024-05-04","GOOG","475.72",1150,"-1.07","Auto"
1220,"2024-01-22","AMZN","639.87",8743,"0.79","Auto"
1221,"2024-03-01","TSLA","480.92",5328,"3.63","Retail"
1222,"2024-06-23","MSFT","408.44",1388,"3.65","Tech"
1223,"2024-04-10","AAPL","209.84",4565,"-4.12","Tech"
1224,"2024-04-16","GOOG","728.73",9070,"-0.29","Tech"
1225,"2024-01-30","AMZN","245.18",3551,"-3.20","Retail"
1226,"2024-02-14","TSLA","846.96",3550,"0.43","Auto"
1227,"2024-02-23","TSLA","995.74",7016,"-1.08","Retail"
1228,"2024-02-07","GOOG","874.78",6101,"0.89","Retail"
1229,"2024-01-19","AMZN","535.15",2787,"-4.72","Retail"
1230,"2024-04-16","AMZN","298.93",1411,"-4.22","Retail"
1231,"2024-04-11","AAPL","941.90",4646,"3.61","Retail"
1232,"2024-04-15","TSLA","461.96",6477,"4.92","Tech"
1233,"2024-05-07","AMZN","854.99",7183,"3.96","Auto"
1234,"2024-01-06","AAPL","985.44",9187,"4.57","Retail"
1235,"2024-02-05","TSLA","644.29",4070,"-4.06","Tech"
1236,"2024-02-21","GOOG","311.02",5585,"-2.72","Tech"
1237,"2024-04-04","AAPL","230.97",1451,"-4.31","Retail"
1238,"2024-03-22","AAPL","758.63",9661,"-0.48","Tech"
1239,"2024-06-14","GOOG","240.07",5594,"-4.01","Auto"
1240,"2024-06-13","AMZN","544.80",2898,"4.51","Tech"
1241,"2024-03-11","MSFT","956.98",4593,"0.64","Tech"
1242,"2024-01-21","MSFT","912.21",6790,"2.50","Auto"
1243,"2024-01-13","AAPL","648.13",10079,"-2.74","Retail"
1244,"2024-03-11","TSLA","784.82",6632,"-3.97","Retail"
1245,"2024-05-31","AMZN","303.35",9003,"2.17","Auto"
1246,"2024-01-30","AMZN","388.99",5828,"0.75","Auto"
1247,"2024-02-22","AAPL","410.73",9829,"-3.92","Tech"
1248,"2024-02-21","MSFT","430.10",5872,"-3.79","Tech"
1249,"2024-05-11","MSFT","365.46",1026,"4.90","Tech"
1250,"2024-02-16","TSLA","529.54",10303,"-1.61","Retail"
1251,"2024-06-22","MSFT","877.24",6206,"-2.41","Retail"
1252,"2024-01-26","MSFT","396.27",2354,"2.60","Retail"
1253,"2024-06-11","MSFT","733.88",10281,"0.62","Auto"
1254,"2024-06-27","AAPL","458.66",3877,"2.66","Retail"
1255,"2024-05-31","AMZN","531.24",10219,"2.45","Auto"
1256,"2024-02-05","AAPL","721.46",9372,"2.30","Tech"
1257,"2024-06-12","GOOG","722.45",5645,"-4.34","Auto"
1258,"2024-06-15","GOOG","516.00",5546,"-3.97","Retail"
1259,"2024-05-22","AMZN","872.18",2361,"-0.91","Retail"
1260,"2024-03-25","TSLA","414.64",10675,"0.87","Auto"
1261,"2024-05-20","MSFT","907.02",2271,"-3.01","Tech"
1262,"2024-01-12","AAPL","626.36",1849,"3.95","Retail"
1263,"2024-03-25","MSFT","916.71",8362,"-1.19","Tech"
1264,"2024-02-11","GOOG","116.00",9701,"-4.14","Tech"
1265,"2024-04-27","AMZN","775.44",5921,"-3.89","Auto"
1266,"2024-01-11","AMZN","376.79",4462,"-2.22","Auto"
1267,"2024-02-21","AMZN","304.94",7478,"-3.66","Auto"
1268,"2024-03-02","TSLA","852.31",8001,"-3.78","Tech"
1269,"2024-01-14","MSFT","178.24",10314,"1.12","Retail"
1270,"2024-05-12","MSFT","597.43",9626,"4.22","Auto"
1271,"2024-03-02","MSFT","753.07",9970,"0.42","Tech"
1272,"2024-01-18","MSFT","290.32",8779,"-1.75","Retail"
1273,"2024-05-29","AAPL","328.75",2869,"-1.96","Auto"
1274,"2024-02-14","AMZN","314.04",9780,"3.08","Tech"
1275,"2024-02-07","MSFT","814.37",9829,"-4.33","Auto"
1276,"2024-04-26","TSLA","731.35",1892,"-2.87","Retail"
1277,"2024-01-24","AMZN","999.82",2695,"-0.31","Tech"
1278,"2024-05-16","TSLA","708.83",7303,"-2.47","Retail"
1279,"2024-04-07","AMZN","950.80",4550,"-0.58","Retail"
1280,"2024-06-14","GOOG","106.74",2387,"2.11","Auto"
